nan,prov,comune,boh,dd,zona
,VA,Agra,655,3029,F 
,VA,Albizzate,334,2605,E 
,VA,Angera,205,2433,E 
,VA,Arcisate,381,2651,E 
,VA,Arsago Seprio,290,2525,E 
,VA,Azzate,332,2602,E 
,VA,Azzio,399,2676,E 
,VA,Barasso,401,2679,E 
,VA,Bardello,263,2513,E 
,VA,Bedero Valcuvia,520,2764,E 
,VA,Besano,350,2608,E 
,VA,Besnate,300,2761,E 
,VA,Besozzo,258,2506,E 
,VA,Biandronno,262,2512,E 
,VA,Bisuschio,345,2620,E 
,VA,Bodio Lomnago,273,2521,E 
,VA,Brebbia,225,2461,E 
,VA,Bregano,303,2543,E 
,VA,Brenta,276,2531,E 
,VA,Brezzo di Bedero,352,2668,E 
,VA,Brinzio,510,2751,E 
,VA,Brissago-Valtravaglia,429,2772,E 
,VA,Brunello,411,2711,E 
,VA,Brusimpiano,289,2527,E 
,VA,Buguggiate,306,2567,E 
,VA,Busto Arsizio,226,2861,E 
,VA,Cadegliano-Viconago,414,2705,E 
,VA,Cadrezzate,281,2513,E 
,VA,Cairate,276,2525,E 
,VA,Cantello,404,2702,E 
,VA,Caravate,296,2559,E 
,VA,Cardano al Campo,240,2880,E 
,VA,Carnago,354,2633,E 
,VA,Caronno Pertusella,194,2352,E 
,VA,Caronno Varesino,403,2700,E 
,VA,Casale Litta,382,2671,E 
,VA,Casalzuigno,350,2608,E 
,VA,Casciago,426,2713,E 
,VA,Casorate Sempione,282,2938,E 
,VA,Cassano Magnago,261,2909,E 
,VA,Cassano Valcuvia,296,2534,E 
,VA,Castellanza,216,2847,E 
,VA,Castello Cabiaglio,514,2756,E 
,VA,Castelseprio,310,2572,E 
,VA,Castelveccana,257,2505,E 
,VA,Castiglione Olona,307,2568,E 
,VA,Castronno,325,2593,E 
,VA,Cavaria con Premezzo,268,2716,E 
,VA,Cazzago Brabbia,265,2491,E 
,VA,Cislago,237,2876,E 
,VA,Cittiglio,254,2501,E 
,VA,Clivio,468,2693,E 
,VA,Cocquio-Trevisago,291,2552,E 
,VA,Comabbio,307,2549,E 
,VA,Comerio,382,2652,E 
,VA,Cremenaga,272,2543,E 
,VA,Crosio della Valle,322,2589,E 
,VA,Cuasso al Monte,530,2778,E 
,VA,Cugliate-Fabiasco,516,2759,E 
,VA,Cunardo,450,2666,E 
,VA,Curiglia con Monteviasco,670,3050,F 
,VA,Cuveglio,294,2531,E 
,VA,Cuvio,309,2577,E 
,VA,Daverio,327,2596,E 
,VA,Dumenza,411,2692,E 
,VA,Duno,530,2778,E 
,VA,Fagnano Olona,265,2915,E 
,VA,Ferno,211,2840,E 
,VA,Ferrera di Varese,299,2569,E 
,VA,Gallarate,238,2877,E 
,VA,Galliate Lombardo,335,2607,E 
,VA,Gavirate,261,2511,E 
,VA,Gazzada Schianno,368,2652,E 
,VA,Gemonio,303,2569,E 
,VA,Gerenzano,226,2437,E 
,VA,Germignaga,204,2433,E 
,VA,Golasecca,280,2935,E 
,VA,Gorla Maggiore,258,2905,E 
,VA,Gorla Minore,237,2876,E 
,VA,Gornate Olona,303,2562,E 
,VA,Grantola,250,2632,E 
,VA,Inarzo,261,2485,E 
,VA,Induno Olona,394,2669,E 
,VA,Ispra,220,2454,E 
,VA,Jerago con Orago,324,2591,E 
,VA,Lavena Ponte Tresa,275,2507,E 
,VA,Laveno-Mombello,205,2433,E 
,VA,Leggiuno,240,2482,E 
,VA,Lonate Ceppino,287,2540,E 
,VA,Lonate Pozzolo,205,2879,E 
,VA,Lozza,329,2598,E 
,VA,Luino,202,2465,E 
,VA,Luvinate,425,2712,E 
,VA,Maccagno,210,2415,E 
,VA,Malgesso,291,2527,E 
,VA,Malnate,355,2634,E 
,VA,Marchirolo,500,2736,E 
,VA,Marnate,227,2862,E 
,VA,Marzio,728,3142,F 
,VA,Masciago Primo,343,2599,E 
,VA,Mercallo,277,2840,E 
,VA,Mesenzana,305,2573,E 
,VA,Montegrino Valtravaglia,525,2771,E 
,VA,Monvalle,226,2462,E 
,VA,Morazzone,432,2721,E 
,VA,Mornago,281,2513,E 
,VA,Oggiona con Santo Stefano,293,2530,E 
,VA,Olgiate Olona,239,2879,E 
,VA,Origgio,194,2393,E 
,VA,Orino,456,2754,E 
,VA,Osmate,333,2585,E 
,VA,Pino sulla Sponda del Lago Maggiore,289,2524,E 
,VA,Porto Ceresio,280,2512,E 
,VA,Porto Valtravaglia,199,2425,E 
,VA,Rancio Valcuvia,296,2534,E 
,VA,Ranco,214,2446,E 
,VA,Saltrio,543,2796,E 
,VA,Samarate,221,2854,E 
,VA,Sangiano,223,2458,E 
,VA,Saronno,212,2418,E 
,VA,Sesto Calende,198,2620,E 
,VA,Solbiate Arno,325,2593,E 
,VA,Solbiate Olona,247,2466,E 
,VA,Somma Lombardo,282,2938,E 
,VA,Sumirago,392,2685,E 
,VA,Taino,262,2487,E 
,VA,Ternate,281,2513,E 
,VA,Tradate,303,2562,E 
,VA,Travedona-Monate,273,2502,E 
,VA,Tronzano Lago Maggiore,342,2597,E 
,VA,Uboldo,205,2408,E 
,VA,Valganna,460,2760,E 
,VA,Varano Borghi,281,2532,E 
,VA,Varese,382,2652,E 
,VA,Vedano Olona,360,2641,E 
,VA,Veddasca,896,3362,F 
,VA,Venegono Inferiore,320,2586,E 
,VA,Venegono Superiore,331,2601,E 
,VA,Vergiate,270,2498,E 
,VA,Viggiù,482,2712,E 
,VA,Vizzola Ticino,206,2614,E 
,CO,Albavilla,429,2679,E 
,CO,Albese con Cassano,402,2640,E 
,CO,Albiolo,423,2670,E 
,CO,Alserio,265,2446,E 
,CO,Alzate Brianza,371,2596,E 
,CO,Anzano del Parco,329,2537,E 
,CO,Appiano Gentile,366,2649,E 
,CO,Argegno,210,2368,E 
,CO,Arosio,292,2484,E 
,CO,Asso,427,2837,E 
,CO,Barni,627,2960,E 
,CO,Bellagio,229,2259,E 
,CO,Bene Lario,377,2605,E 
,CO,Beregazzo con Figliaro,423,2730,E 
,CO,Binago,431,2682,E 
,CO,Bizzarone,436,2689,E 
,CO,Blessagno,762,3152,F 
,CO,Blevio,231,2271,E 
,CO,Bregnano,298,2553,E 
,CO,Brenna,356,2575,E 
,CO,Brienno,203,2358,E 
,CO,Brunate,715,3085,F 
,CO,Bulgarograsso,317,2580,E 
,CO,Cabiate,237,2406,E 
,CO,Cadorago,313,2514,E 
,CO,Caglio,800,3206,F 
,CO,Cagno,405,2705,E 
,CO,Campione d'Italia,273,2457,E 
,CO,Cantù,369,2594,E 
,CO,Canzo,402,2801,E 
,CO,Capiago Intimiano,421,2667,E 
,CO,Carate Urio,204,2233,E 
,CO,Carbonate,267,2449,E 
,CO,Carimate,265,2446,E 
,CO,Carlazzo,481,2753,E 
,CO,Carugo,270,2453,E 
,CO,Casasco d'Intelvi,822,3237,F 
,CO,Caslino d'Erba,427,2837,E 
,CO,Casnate con Bernate,342,2555,E 
,CO,Cassina Rizzardi,317,2580,E 
,CO,Castelmarte,459,2882,E 
,CO,Castelnuovo Bozzente,398,2695,E 
,CO,Castiglione d'Intelvi,650,2993,E 
,CO,Cavallasca,400,2638,E 
,CO,Cavargna,1071,3590,F 
,CO,Cerano d'Intelvi,630,2964,E 
,CO,Cermenate,297,2491,E 
,CO,Cernobbio,201,2228,E 
,CO,Cirimido,290,2481,E 
,CO,Civenna,627,2960,E 
,CO,Claino con Osteno,280,2467,E 
,CO,Colonno,215,2375,E 
,CO,Como,201,2228,E 
,CO,Consiglio di Rumo,210,2368,E 
,CO,Corrido,483,2755,E 
,CO,Cremia,323,2528,E 
,CO,Cucciago,349,2565,E 
,CO,Cusino,800,3206,F 
,CO,Dizzasco,506,2788,E 
,CO,Domaso,216,2376,E 
,CO,Dongo,208,2229,E 
,CO,Dosso del Liro,650,2993,E 
,CO,Drezzo,385,2676,E 
,CO,Erba,320,2524,E 
,CO,Eupilio,383,2775,E 
,CO,Faggeto Lario,533,2826,E 
,CO,Faloppio,376,2664,E 
,CO,Fenegrò,290,2541,E 
,CO,Figino Serenza,329,2537,E 
,CO,Fino Mornasco,334,2604,E 
,CO,Garzeno,662,3010,F 
,CO,Gera Lario,201,2355,E 
,CO,Germasino,570,2879,E 
,CO,Gironico,370,2655,E 
,CO,Grandate,320,2584,E 
,CO,Grandola ed Uniti,443,2699,E 
,CO,Gravedona,201,2355,E 
,CO,Griante,247,2284,E 
,CO,Guanzate,342,2615,E 
,CO,Inverigo,346,2561,E 
,CO,Laglio,202,2230,E 
,CO,Laino,671,3022,F 
,CO,Lambrugo,280,2467,E 
,CO,Lanzo d'Intelvi,907,3358,F 
,CO,Lasnigo,570,2879,E 
,CO,Lenno,209,2366,E 
,CO,Lezzeno,202,2356,E 
,CO,Limido Comasco,276,2522,E 
,CO,Lipomo,384,2615,E 
,CO,Livo,675,3028,F 
,CO,Locate Varesino,274,2519,E 
,CO,Lomazzo,296,2550,E 
,CO,Longone al Segrino,368,2753,E 
,CO,Luisago,327,2534,E 
,CO,Lurago d'Erba,351,2568,E 
,CO,Lurago Marinone,294,2547,E 
,CO,Lurate Caccivio,322,2587,E 
,CO,Magreglio,744,3126,F 
,CO,Mariano Comense,252,2427,E 
,CO,Maslianico,225,2262,E 
,CO,Menaggio,203,2222,E 
,CO,Merone,284,2439,E 
,CO,Mezzegra,206,2226,E 
,CO,Moltrasio,247,2420,E 
,CO,Monguzzo,320,2524,E 
,CO,Montano Lucino,331,2540,E 
,CO,Montemezzo,522,2811,E 
,CO,Montorfano,414,2657,E 
,CO,Mozzate,255,2219,E 
,CO,Musso,201,2219,E 
,CO,Nesso,300,2496,E 
,CO,Novedrate,277,2463,E 
,CO,Olgiate Comasco,415,2719,E 
,CO,Oltrona di San Mamette,370,2655,E 
,CO,Orsenigo,390,2623,E 
,CO,Ossuccio,235,2403,E 
,CO,Parè,412,2655,E 
,CO,Peglio,650,2993,E 
,CO,Pellio Intelvi,750,3135,F 
,CO,Pianello del Lario,213,2236,E 
,CO,Pigra,881,3321,F 
,CO,Plesio,595,2880,E 
,CO,Pognana Lario,307,2506,E 
,CO,Ponna,870,3305,F 
,CO,Ponte Lambro,305,2503,E 
,CO,Porlezza,275,2460,E 
,CO,Proserpio,570,2870,E 
,CO,Pusiano,264,2444,E 
,CO,Ramponio Verna,667,3017,F 
,CO,Rezzago,654,2998,E 
,CO,Rodero,394,2689,E 
,CO,Ronago,357,2637,E 
,CO,Rovellasca,244,2416,E 
,CO,Rovello Porro,240,2410,E 
,CO,Sala Comacina,213,2372,E 
,CO,San Bartolomeo Val Cavargna,852,3279,F 
,CO,San Fedele Intelvi,779,3176,F 
,CO,San Fermo della Battaglia,397,2633,E 
,CO,San Nazzaro Val Cavargna,995,3482,F 
,CO,San Siro,220,2246,E 
,CO,Santa Maria Rezzonico,205,2239,E 
,CO,Sant'Abbondio,220,2246,E 
,CO,Schignano,600,2922,E 
,CO,Senna Comasco,296,2490,E 
,CO,Solbiate,445,2762,E 
,CO,Sorico,201,2355,E 
,CO,Sormano,775,3170,F 
,CO,Stazzona,515,2801,E 
,CO,Tavernerio,460,2723,E 
,CO,Torno,225,2262,E 
,CO,Tremezzo,225,2253,E 
,CO,Trezzone,430,2680,E 
,CO,Turate,240,2410,E 
,CO,Uggiate-Trevano,414,2718,E 
,CO,Val Rezzo,1044,3552,F 
,CO,Valbrona,494,2932,E 
,CO,Valmorea,408,2709,E 
,CO,Valsolda,275,2460,E 
,CO,Veleso,826,3243,F 
,CO,Veniano,316,2578,E 
,CO,Vercana,345,2559,E 
,CO,Vertemate con Minoprio,342,2555,E 
,CO,Villa Guardia,350,2627,E 
,CO,Zelbio,802,3208,F 
,SO,Albaredo per San Marco,950,3419,F 
,SO,Albosaggia,490,3256,F 
,SO,Andalo Valtellino,229,3011,F 
,SO,Aprica,1172,3734,F 
,SO,Ardenno,266,2447,E 
,SO,Bema,800,3206,F 
,SO,Berbenno di Valtellina,370,2844,E 
,SO,Bianzone,444,2700,E 
,SO,Bormio,1225,3838,F 
,SO,Buglio in Monte,577,3047,F 
,SO,Caiolo,335,3111,F 
,SO,Campodolcino,1071,3590,F 
,SO,Caspoggio,1098,3629,F 
,SO,Castello dell'Acqua,664,3012,F 
,SO,Castione Andevenno,468,2734,E 
,SO,Cedrasco,287,3066,F 
,SO,Cercino,487,2761,E 
,SO,Chiavenna,333,2426,E 
,SO,Chiesa in Valmalenco,960,3433,F 
,SO,Chiuro,390,2873,E 
,SO,Cino,504,3004,F 
,SO,Civo,719,3091,F 
,SO,Colorina,302,3080,F 
,SO,Cosio Valtellino,231,3013,F 
,SO,Dazio,568,3041,F 
,SO,Delebio,218,3001,F 
,SO,Dubino,223,2386,E 
,SO,Faedo Valtellino,557,3319,F 
,SO,Forcola,289,3067,F 
,SO,Fusine,285,3064,F 
,SO,Gerola Alta,1050,3561,F 
,SO,Gordona,283,2355,E 
,SO,Grosio,656,3001,F 
,SO,Grosotto,590,3054,F 
,SO,Lanzada,983,3465,F 
,SO,Livigno,1816,4648,F 
,SO,Lovero,515,3011,F 
,SO,Madesimo,1399,4056,F 
,SO,Mantello,211,2369,E 
,SO,Mazzo di Valtellina,552,3032,F 
,SO,Mello,681,3037,F 
,SO,Menarola,720,3092,F 
,SO,Mese,274,2459,E 
,SO,Montagna in Valtellina,567,3041,F 
,SO,Morbegno,262,3042,F 
,SO,Novate Mezzola,212,2371,E 
,SO,Pedesina,1032,3535,F 
,SO,Piantedo,215,2375,E 
,SO,Piateda,304,3082,F 
,SO,Piuro,382,2496,E 
,SO,Poggiridenti,564,3039,F 
,SO,Ponte in Valtellina,485,2758,E 
,SO,Postalesio,516,3011,F 
,SO,Prata Camportaccio,352,2453,E 
,SO,Rasura,762,3206,F 
,SO,Rogolo,216,3002,F 
,SO,Samolaco,213,2372,E 
,SO,San Giacomo Filippo,522,3001,F 
,SO,Sernio,632,3078,F 
,SO,Sondalo,939,3403,F 
,SO,Sondrio,307,2755,E 
,SO,Spriana,754,3140,F 
,SO,Talamona,285,3064,F 
,SO,Tartano,1210,3788,F 
,SO,Teglio,851,3278,F 
,SO,Tirano,441,2696,E 
,SO,Torre di Santa Maria,772,3166,F 
,SO,Tovo di Sant'Agata,526,3017,F 
,SO,Traona,252,2427,E 
,SO,Tresivio,504,3004,F 
,SO,Val Masino,787,3187,F 
,SO,Valdidentro,1350,3987,F 
,SO,Valdisotto,1141,3690,F 
,SO,Valfurva,1339,3971,F 
,SO,Verceia,200,2354,E 
,SO,Vervio,549,3030,F 
,SO,Villa di Chiavenna,633,3065,F 
,SO,Villa di Tirano,400,2646,E 
,MI,Abbiategrasso,120,2386,E 
,MI,Agrate Brianza,162,2557,E 
,MI,Aicurzio,230,2415,E 
,MI,Albairate,123,2360,E 
,MI,Albiate,233,2469,E 
,MI,Arconate,178,2634,E 
,MI,Arcore,193,2470,E 
,MI,Arese,160,2549,E 
,MI,Arluno,156,2563,E 
,MI,Assago,109,2404,E 
,MI,Bareggio,138,2563,E 
,MI,Barlassina,227,2489,E 
,MI,Basiano,161,2416,E 
,MI,Basiglio,97,2479,E 
,MI,Bellinzago Lombardo,129,2441,E 
,MI,Bellusco,214,2409,E 
,MI,Bernareggio,234,2420,E 
,MI,Bernate Ticino,130,2673,E 
,MI,Besana in Brianza,335,2608,E 
,MI,Besate,104,2619,E 
,MI,Biassono,202,2447,E 
,MI,Binasco,101,2514,E 
,MI,Boffalora sopra Ticino,142,2470,E 
,MI,Bollate,156,2404,E 
,MI,Bovisio-Masciago,188,2449,E 
,MI,Bresso,142,2404,E 
,MI,Briosco,271,2521,E 
,MI,Brugherio,145,2404,E 
,MI,Bubbiano,106,2514,E 
,MI,Buccinasco,113,2404,E 
,MI,Burago di Molgora,182,2416,E 
,MI,Buscate,178,2470,E 
,MI,Busnago,210,2408,E 
,MI,Bussero,141,2557,E 
,MI,Busto Garolfo,180,2470,E 
,MI,Calvignasco,105,2623,E 
,MI,Cambiago,158,2404,E 
,MI,Camparada,243,2441,E 
,MI,Canegrate,193,2617,E 
,MI,Caponago,158,2404,E 
,MI,Carate Brianza,250,2492,E 
,MI,Carnate,237,2433,E 
,MI,Carpiano,91,2557,E 
,MI,Carugate,149,2404,E 
,MI,Casarile,97,2439,E 
,MI,Casorezzo,166,2656,E 
,MI,Cassano d'Adda,133,2536,E 
,MI,Cassina de' Pecchi,130,2404,E 
,MI,Cassinetta di Lugagnano,125,2532,E 
,MI,Castano Primo,182,2634,E 
,MI,Cavenago di Brianza,176,2441,E 
,MI,Ceriano Laghetto,216,2474,E 
,MI,Cernusco sul Naviglio,134,2404,E 
,MI,Cerro al Lambro,84,2514,E 
,MI,Cerro Maggiore,205,2459,E 
,MI,Cesano Boscone,119,2404,E 
,MI,Cesano Maderno,198,2450,E 
,MI,Cesate,194,2421,E 
,MI,Cinisello Balsamo,154,2404,E 
,MI,Cisliano,128,2538,E 
,MI,Cogliate,236,2502,E 
,MI,Cologno Monzese,131,2404,E 
,MI,Colturano,92,2404,E 
,MI,Concorezzo,171,2404,E 
,MI,Corbetta,140,2563,E 
,MI,Cormano,149,2404,E 
,MI,Cornaredo,140,2386,E 
,MI,Cornate d'Adda,236,2426,E 
,MI,Correzzana,255,2462,E 
,MI,Corsico,115,2404,E 
,MI,Cuggiono,157,2617,E 
,MI,Cusago,126,2404,E 
,MI,Cusano Milanino,152,2404,E 
